Date,Open,High,Low,Close,Adj Close,Volume
2022-07-29,580.000000,600.000000,575.000000,580.000000,532.845520,27052400
2022-08-01,590.000000,595.000000,565.000000,570.000000,523.658569,19668000
2022-08-02,575.000000,580.000000,565.000000,565.000000,519.065063,6286500
2022-08-03,570.000000,570.000000,555.000000,565.000000,519.065063,11349800
2022-08-04,570.000000,580.000000,565.000000,575.000000,528.252014,10835800
2022-08-05,575.000000,580.000000,570.000000,575.000000,528.252014,10744500
2022-08-08,580.000000,595.000000,575.000000,580.000000,532.845520,20675100
2022-08-09,585.000000,595.000000,580.000000,590.000000,542.032532,26492900
2022-08-10,590.000000,595.000000,575.000000,580.000000,532.845520,10501600
2022-08-11,580.000000,585.000000,575.000000,580.000000,532.845520,9537600
2022-08-12,580.000000,585.000000,570.000000,575.000000,528.252014,9719800
2022-08-15,575.000000,585.000000,575.000000,580.000000,532.845520,15063200
2022-08-16,585.000000,585.000000,575.000000,580.000000,532.845520,7061500
2022-08-18,580.000000,585.000000,570.000000,575.000000,528.252014,11340500
2022-08-19,575.000000,585.000000,570.000000,580.000000,532.845520,7813200
2022-08-22,580.000000,585.000000,570.000000,580.000000,532.845520,6357500
2022-08-23,575.000000,580.000000,575.000000,580.000000,532.845520,5127900
2022-08-24,580.000000,580.000000,575.000000,575.000000,528.252014,6869900
2022-08-25,580.000000,585.000000,575.000000,580.000000,532.845520,5768900
2022-08-26,580.000000,620.000000,580.000000,605.000000,555.813049,44064200
2022-08-29,605.000000,610.000000,595.000000,605.000000,555.813049,11901400
2022-08-30,605.000000,610.000000,595.000000,600.000000,551.219543,9744600
2022-08-31,605.000000,605.000000,580.000000,590.000000,542.032532,11348000
2022-09-01,590.000000,595.000000,580.000000,580.000000,532.845520,7444600
2022-09-02,580.000000,610.000000,580.000000,600.000000,551.219543,19783700
2022-09-05,600.000000,600.000000,585.000000,585.000000,537.439026,11046100
2022-09-06,585.000000,595.000000,580.000000,580.000000,532.845520,10507900
2022-09-07,580.000000,590.000000,580.000000,590.000000,542.032532,6328100
2022-09-08,590.000000,600.000000,585.000000,590.000000,542.032532,6175200
2022-09-09,590.000000,595.000000,585.000000,590.000000,542.032532,3334200
2022-09-12,590.000000,595.000000,580.000000,590.000000,542.032532,17845000
2022-09-13,590.000000,595.000000,585.000000,590.000000,542.032532,8247100
2022-09-14,575.000000,620.000000,575.000000,605.000000,555.813049,22602100
2022-09-15,605.000000,640.000000,605.000000,615.000000,565.000000,31824000
2022-09-16,620.000000,630.000000,585.000000,595.000000,546.626038,39399900
2022-09-19,595.000000,600.000000,580.000000,595.000000,546.626038,12191000
2022-09-20,595.000000,600.000000,590.000000,595.000000,546.626038,3459400
2022-09-21,595.000000,595.000000,585.000000,585.000000,537.439026,3406500
2022-09-22,585.000000,595.000000,585.000000,585.000000,537.439026,5391300
2022-09-23,590.000000,605.000000,590.000000,590.000000,542.032532,5929500
2022-09-26,590.000000,590.000000,575.000000,580.000000,532.845520,13545600
2022-09-27,585.000000,585.000000,575.000000,580.000000,532.845520,7138800
2022-09-28,580.000000,590.000000,570.000000,580.000000,532.845520,8617200
2022-09-29,580.000000,585.000000,575.000000,575.000000,528.252014,4426000
2022-09-30,575.000000,575.000000,555.000000,555.000000,509.878052,24328800
2022-10-03,555.000000,560.000000,550.000000,555.000000,509.878052,15430100
2022-10-04,575.000000,575.000000,555.000000,565.000000,519.065063,10989300
2022-10-05,570.000000,570.000000,550.000000,560.000000,514.471558,13464400
2022-10-06,560.000000,560.000000,550.000000,555.000000,509.878052,11496500
2022-10-07,560.000000,560.000000,550.000000,555.000000,509.878052,9240500
2022-10-10,555.000000,570.000000,550.000000,565.000000,519.065063,12707900
2022-10-11,570.000000,575.000000,560.000000,570.000000,523.658569,6875200
2022-10-12,570.000000,575.000000,560.000000,570.000000,523.658569,6359200
2022-10-13,570.000000,570.000000,560.000000,565.000000,519.065063,2838800
2022-10-14,565.000000,570.000000,555.000000,565.000000,519.065063,4333100
2022-10-17,565.000000,565.000000,540.000000,550.000000,505.284576,9225000
2022-10-18,550.000000,560.000000,550.000000,550.000000,505.284576,2731500
2022-10-19,550.000000,560.000000,545.000000,560.000000,514.471558,2630200
2022-10-20,560.000000,565.000000,555.000000,560.000000,514.471558,1961700
2022-10-21,560.000000,580.000000,555.000000,580.000000,532.845520,11210400
2022-10-24,580.000000,585.000000,575.000000,575.000000,528.252014,4024200
2022-10-25,575.000000,575.000000,565.000000,575.000000,528.252014,4425400
2022-10-26,575.000000,580.000000,565.000000,575.000000,528.252014,4338500
2022-10-27,575.000000,600.000000,570.000000,590.000000,542.032532,16242200
2022-10-28,595.000000,595.000000,575.000000,580.000000,532.845520,6770100
2022-10-31,575.000000,585.000000,570.000000,575.000000,528.252014,9022000
2022-11-01,580.000000,590.000000,575.000000,585.000000,537.439026,6511100
2022-11-02,585.000000,595.000000,580.000000,585.000000,537.439026,3943100
2022-11-03,585.000000,590.000000,580.000000,585.000000,537.439026,5357500
2022-11-04,585.000000,590.000000,570.000000,575.000000,528.252014,10817800
2022-11-07,580.000000,595.000000,575.000000,585.000000,537.439026,6508000
2022-11-08,590.000000,595.000000,585.000000,585.000000,537.439026,9753200
2022-11-09,590.000000,595.000000,585.000000,585.000000,537.439026,3551900
2022-11-10,590.000000,595.000000,575.000000,575.000000,528.252014,4381900
2022-11-11,580.000000,585.000000,575.000000,585.000000,537.439026,2919000
2022-11-14,585.000000,590.000000,575.000000,575.000000,528.252014,3298700
2022-11-15,580.000000,585.000000,575.000000,575.000000,528.252014,1909500
2022-11-16,580.000000,585.000000,575.000000,575.000000,528.252014,2520600
2022-11-17,580.000000,580.000000,570.000000,575.000000,528.252014,3189000
2022-11-18,575.000000,580.000000,575.000000,580.000000,532.845520,1515900
2022-11-21,585.000000,590.000000,575.000000,585.000000,537.439026,4955300
2022-11-22,585.000000,590.000000,580.000000,585.000000,537.439026,2362100
2022-11-23,585.000000,590.000000,580.000000,580.000000,532.845520,3485500
2022-11-24,590.000000,590.000000,580.000000,585.000000,537.439026,3889600
2022-11-25,585.000000,590.000000,580.000000,580.000000,532.845520,1207000
2022-11-28,580.000000,585.000000,575.000000,580.000000,532.845520,2221800
2022-11-29,580.000000,585.000000,575.000000,585.000000,537.439026,1910600
2022-11-30,585.000000,585.000000,575.000000,580.000000,532.845520,3453100
2022-12-01,580.000000,580.000000,575.000000,575.000000,528.252014,1586800
2022-12-02,580.000000,585.000000,575.000000,580.000000,532.845520,2125000
2022-12-05,585.000000,585.000000,570.000000,570.000000,523.658569,4976000
2022-12-06,570.000000,575.000000,555.000000,565.000000,519.065063,4992100
2022-12-07,570.000000,570.000000,560.000000,565.000000,519.065063,4014500
2022-12-08,565.000000,570.000000,550.000000,570.000000,523.658569,5008900
2022-12-09,570.000000,575.000000,565.000000,565.000000,519.065063,6716600
2022-12-12,565.000000,580.000000,565.000000,570.000000,523.658569,2025600
2022-12-13,575.000000,575.000000,565.000000,570.000000,523.658569,2081400
2022-12-14,570.000000,575.000000,570.000000,570.000000,523.658569,1108800
2022-12-15,575.000000,575.000000,570.000000,570.000000,523.658569,1045200
2022-12-16,570.000000,575.000000,565.000000,570.000000,523.658569,1749600
2022-12-19,570.000000,575.000000,560.000000,565.000000,519.065063,1350100
2022-12-20,565.000000,570.000000,560.000000,565.000000,519.065063,1167700
2022-12-21,565.000000,575.000000,560.000000,570.000000,523.658569,2336500
2022-12-22,570.000000,580.000000,565.000000,575.000000,528.252014,1580100
2022-12-23,575.000000,575.000000,570.000000,575.000000,528.252014,996700
2022-12-26,570.000000,575.000000,560.000000,570.000000,523.658569,1687000
2022-12-27,570.000000,575.000000,570.000000,570.000000,523.658569,825100
2022-12-28,575.000000,575.000000,565.000000,565.000000,519.065063,1800100
2022-12-29,565.000000,595.000000,565.000000,585.000000,537.439026,6508300
2022-12-30,585.000000,590.000000,570.000000,570.000000,523.658569,2939300
2023-01-02,575.000000,595.000000,570.000000,585.000000,537.439026,6481000
2023-01-03,585.000000,610.000000,585.000000,605.000000,555.813049,19479500
2023-01-04,610.000000,625.000000,605.000000,610.000000,560.406494,19476600
2023-01-05,615.000000,620.000000,590.000000,605.000000,555.813049,17178900
2023-01-06,600.000000,640.000000,600.000000,640.000000,587.967468,16408200
2023-01-09,645.000000,655.000000,630.000000,640.000000,587.967468,17318500
2023-01-10,645.000000,680.000000,620.000000,670.000000,615.528442,20510400
2023-01-11,670.000000,680.000000,645.000000,645.000000,592.560974,30232400
2023-01-12,640.000000,645.000000,625.000000,625.000000,574.187012,7903100
2023-01-13,625.000000,645.000000,620.000000,640.000000,587.967468,4914100
2023-01-16,640.000000,660.000000,630.000000,650.000000,597.154480,7655100
2023-01-17,650.000000,685.000000,645.000000,685.000000,629.308960,26314100
2023-01-18,685.000000,700.000000,675.000000,690.000000,633.902466,30295000
2023-01-19,690.000000,690.000000,670.000000,675.000000,620.121948,7271200
2023-01-20,675.000000,685.000000,665.000000,665.000000,610.934998,5314700
2023-01-24,665.000000,680.000000,660.000000,675.000000,620.121948,13669000
2023-01-25,675.000000,690.000000,670.000000,680.000000,624.715454,5950100
2023-01-26,690.000000,690.000000,670.000000,670.000000,615.528442,5310800
2023-01-27,670.000000,680.000000,660.000000,675.000000,620.121948,6137800
2023-01-30,680.000000,720.000000,675.000000,705.000000,647.682922,59008200
2023-01-31,710.000000,715.000000,705.000000,710.000000,652.276428,4214200
2023-02-01,710.000000,715.000000,690.000000,700.000000,643.089417,6945800
2023-02-02,700.000000,705.000000,695.000000,695.000000,638.495972,3260300
2023-02-03,695.000000,700.000000,685.000000,695.000000,638.495972,3264300
2023-02-06,685.000000,700.000000,685.000000,685.000000,629.308960,3284600
2023-02-07,685.000000,705.000000,685.000000,695.000000,638.495972,6943900
2023-02-08,695.000000,700.000000,670.000000,685.000000,629.308960,5986100
2023-02-09,685.000000,695.000000,680.000000,690.000000,633.902466,4790000
2023-02-10,690.000000,705.000000,685.000000,695.000000,638.495972,5053000
2023-02-13,695.000000,710.000000,690.000000,695.000000,638.495972,8369000
2023-02-14,700.000000,710.000000,695.000000,705.000000,647.682922,4507900
2023-02-15,710.000000,710.000000,685.000000,695.000000,638.495972,8299100
2023-02-16,695.000000,700.000000,690.000000,690.000000,633.902466,4363000
2023-02-17,690.000000,700.000000,660.000000,690.000000,633.902466,9009800
2023-02-20,690.000000,700.000000,690.000000,695.000000,638.495972,2756100
2023-02-21,695.000000,700.000000,685.000000,685.000000,629.308960,1457400
2023-02-22,690.000000,690.000000,665.000000,670.000000,615.528442,3170800
2023-02-23,670.000000,675.000000,665.000000,665.000000,610.934998,4369700
2023-02-24,660.000000,690.000000,655.000000,690.000000,633.902466,5888300
2023-02-27,690.000000,695.000000,675.000000,675.000000,620.121948,1182000
2023-02-28,675.000000,680.000000,665.000000,665.000000,610.934998,3039800
2023-03-01,675.000000,675.000000,660.000000,665.000000,610.934998,1784600
2023-03-02,665.000000,670.000000,660.000000,665.000000,610.934998,1598900
2023-03-03,665.000000,675.000000,655.000000,660.000000,606.341492,1778300
2023-03-06,660.000000,660.000000,640.000000,640.000000,587.967468,5784600
2023-03-07,640.000000,640.000000,630.000000,635.000000,583.374023,3146700
2023-03-08,635.000000,640.000000,620.000000,640.000000,587.967468,2624200
2023-03-09,640.000000,655.000000,640.000000,650.000000,597.154480,2453100
2023-03-10,650.000000,655.000000,635.000000,645.000000,592.560974,1712400
2023-03-13,640.000000,645.000000,630.000000,635.000000,583.374023,1462800
2023-03-14,630.000000,635.000000,595.000000,600.000000,551.219543,8514500
2023-03-15,600.000000,635.000000,600.000000,630.000000,578.780518,4492600
2023-03-16,630.000000,635.000000,590.000000,595.000000,546.626038,9996700
2023-03-17,595.000000,615.000000,595.000000,610.000000,560.406494,2672800
2023-03-20,610.000000,620.000000,600.000000,615.000000,565.000000,1190400
2023-03-21,620.000000,625.000000,615.000000,620.000000,569.593506,1356500
2023-03-24,620.000000,655.000000,620.000000,655.000000,601.747986,7118400
2023-03-27,655.000000,665.000000,645.000000,650.000000,597.154480,2802000
2023-03-28,650.000000,665.000000,645.000000,655.000000,601.747986,2275900
2023-03-29,655.000000,660.000000,645.000000,650.000000,597.154480,1657800
2023-03-30,650.000000,655.000000,645.000000,650.000000,597.154480,1284000
2023-03-31,655.000000,660.000000,640.000000,645.000000,592.560974,2750300
2023-04-03,645.000000,685.000000,645.000000,680.000000,624.715454,15366800
2023-04-04,680.000000,685.000000,665.000000,670.000000,615.528442,6101200
2023-04-05,670.000000,685.000000,665.000000,670.000000,615.528442,4223200
2023-04-06,670.000000,675.000000,655.000000,665.000000,610.934998,3506900
2023-04-10,665.000000,675.000000,650.000000,660.000000,606.341492,5282900
2023-04-11,665.000000,665.000000,640.000000,645.000000,592.560974,6044200
2023-04-12,645.000000,665.000000,640.000000,660.000000,606.341492,6126900
2023-04-13,660.000000,665.000000,640.000000,640.000000,587.967468,3399400
2023-04-14,645.000000,645.000000,600.000000,610.000000,560.406494,16250600
2023-04-17,610.000000,620.000000,600.000000,605.000000,555.813049,3393400
2023-04-18,605.000000,625.000000,600.000000,615.000000,565.000000,6177200
2023-04-26,615.000000,620.000000,610.000000,610.000000,560.406494,3096400
2023-04-27,610.000000,630.000000,610.000000,625.000000,574.187012,2867500
2023-04-28,625.000000,630.000000,610.000000,610.000000,560.406494,6298900
2023-05-02,610.000000,620.000000,610.000000,615.000000,565.000000,2546100
2023-05-03,620.000000,620.000000,600.000000,605.000000,555.813049,5489900
2023-05-04,610.000000,620.000000,605.000000,610.000000,560.406494,2693600
2023-05-05,615.000000,625.000000,610.000000,625.000000,574.187012,2276000
2023-05-08,640.000000,640.000000,625.000000,630.000000,578.780518,2398400
2023-05-09,630.000000,635.000000,620.000000,630.000000,578.780518,2033600
2023-05-10,630.000000,650.000000,625.000000,625.000000,574.187012,10556500
2023-05-11,625.000000,640.000000,625.000000,630.000000,578.780518,4795800
2023-05-12,635.000000,635.000000,625.000000,630.000000,578.780518,4692700
2023-05-15,630.000000,645.000000,625.000000,625.000000,574.187012,6962500
2023-05-16,625.000000,630.000000,610.000000,610.000000,560.406494,8280700
2023-05-17,610.000000,625.000000,610.000000,620.000000,569.593506,3162400
2023-05-19,625.000000,630.000000,615.000000,620.000000,569.593506,3044200
2023-05-22,615.000000,625.000000,615.000000,625.000000,574.187012,2137500
2023-05-23,625.000000,630.000000,620.000000,625.000000,574.187012,3130400
2023-05-24,625.000000,665.000000,620.000000,650.000000,597.154480,26619900
2023-05-25,650.000000,655.000000,625.000000,625.000000,574.187012,22387600
2023-05-26,625.000000,645.000000,625.000000,640.000000,587.967468,9770300
2023-05-29,645.000000,645.000000,625.000000,630.000000,578.780518,11121600
2023-05-30,630.000000,645.000000,625.000000,635.000000,583.374023,13265600
2023-05-31,635.000000,635.000000,600.000000,610.000000,560.406494,21164900
2023-06-05,610.000000,620.000000,605.000000,615.000000,565.000000,10949200
2023-06-06,590.000000,590.000000,560.000000,570.000000,570.000000,15645700
2023-06-07,570.000000,580.000000,565.000000,570.000000,570.000000,7475000
2023-06-08,570.000000,580.000000,570.000000,575.000000,575.000000,3782600
2023-06-09,575.000000,580.000000,565.000000,565.000000,565.000000,6734100
2023-06-12,570.000000,575.000000,565.000000,575.000000,575.000000,4762100
2023-06-13,580.000000,590.000000,575.000000,580.000000,580.000000,5889300
2023-06-14,null,null,null,null,null,null
2023-06-15,575.000000,585.000000,575.000000,580.000000,580.000000,571200
